transaction_date,product_id,store_id,price_id,promotion_id,quantity,unit_price,revenue,is_promo,price_scope,price_type
2025-02-11 20:28:35,501,117,2267,,2,69.35,138.70,False,COUNTRY,STANDARD
2025-01-29 10:56:44,498,1,2257,,1,64.00,64.00,False,COUNTRY,STANDARD
2025-04-05 18:35:09,498,1,2257,,2,64.00,128.00,False,COUNTRY,STANDARD
2025-03-20 14:57:59,485,1,2364,84,4,22.50,90.00,True,COUNTRY,PROMO
2025-02-23 19:15:42,509,118,2291,,4,92.15,368.60,False,COUNTRY,STANDARD
2025-06-08 20:09:59,492,119,2241,,1,41.40,41.40,False,COUNTRY,STANDARD
2025-02-15 15:01:11,508,115,2287,,3,94.00,282.00,False,COUNTRY,STANDARD
2025-06-21 20:51:15,506,119,2283,,4,79.20,316.80,False,COUNTRY,STANDARD
2025-04-08 09:54:30,486,114,2314,,2,30.50,61.00,False,STORE,STANDARD
2025-03-31 13:52:50,487,120,2319,,3,30.40,91.20,False,STORE,STANDARD
2025-06-18 12:25:21,488,1,2227,,4,34.00,136.00,False,COUNTRY,STANDARD
2025-03-13 14:41:32,508,114,2287,,4,94.00,376.00,False,COUNTRY,STANDARD
2025-01-08 10:56:16,502,118,2270,,3,72.20,216.60,False,COUNTRY,STANDARD
2025-01-10 10:38:27,499,117,2261,,3,63.65,190.95,False,COUNTRY,STANDARD
2025-04-22 18:32:07,504,118,2276,,3,77.90,233.70,False,COUNTRY,STANDARD
2025-03-07 09:45:27,509,116,2290,,4,97.00,388.00,False,COUNTRY,STANDARD
2025-04-04 15:04:42,497,116,2254,,5,61.00,305.00,False,COUNTRY,STANDARD
2025-06-19 10:46:57,500,118,2264,,5,66.50,332.50,False,COUNTRY,STANDARD
2025-06-20 15:20:25,497,117,2255,,4,57.95,231.80,False,COUNTRY,STANDARD
2025-02-19 15:42:24,498,115,2257,,1,64.00,64.00,False,COUNTRY,STANDARD
2025-04-14 17:53:00,500,117,2264,,4,66.50,266.00,False,COUNTRY,STANDARD
2025-04-21 18:38:41,490,116,2233,,4,40.00,160.00,False,COUNTRY,STANDARD
2025-04-24 19:13:32,495,120,2343,,3,52.00,156.00,False,STORE,STANDARD
2025-06-18 10:18:32,506,115,2281,,4,88.00,352.00,False,COUNTRY,STANDARD
2025-06-22 13:14:51,483,116,2212,,2,19.00,38.00,False,COUNTRY,STANDARD
2025-01-12 12:30:39,485,1,2218,,3,25.00,75.00,False,COUNTRY,STANDARD
2025-06-11 18:12:45,495,119,2250,,2,49.50,99.00,False,COUNTRY,STANDARD
2025-03-04 11:41:44,496,119,2253,,2,52.20,104.40,False,COUNTRY,STANDARD
2025-04-19 12:11:51,509,114,2290,,5,97.00,485.00,False,COUNTRY,STANDARD
2025-02-01 16:08:51,482,116,2209,,5,16.00,80.00,False,COUNTRY,STANDARD
2025-04-24 18:52:46,502,118,2270,,4,72.20,288.80,False,COUNTRY,STANDARD
2025-02-10 20:55:30,507,120,2286,,3,81.90,245.70,False,COUNTRY,STANDARD
2025-06-13 13:49:49,489,116,2230,,3,37.00,111.00,False,COUNTRY,STANDARD
2025-03-12 16:04:45,501,116,2266,,3,73.00,219.00,False,COUNTRY,STANDARD
2025-03-27 14:57:34,488,117,2321,,3,34.80,104.40,False,STORE,STANDARD
2025-03-01 15:44:09,485,115,2364,84,4,22.50,90.00,True,COUNTRY,PROMO
2025-04-15 14:34:29,483,119,2214,,2,17.10,34.20,False,COUNTRY,STANDARD
2025-04-18 15:57:49,482,116,2209,,4,16.00,64.00,False,COUNTRY,STANDARD
2025-05-03 09:22:19,508,119,2289,,3,84.60,253.80,False,COUNTRY,STANDARD
2025-05-18 20:47:34,508,119,2289,,2,84.60,169.20,False,COUNTRY,STANDARD
2025-03-11 15:31:01,496,116,2251,,4,58.00,232.00,False,COUNTRY,STANDARD
2025-02-12 16:58:08,491,119,2238,,3,38.70,116.10,False,COUNTRY,STANDARD
2025-06-01 18:42:01,510,119,2295,,1,90.00,90.00,False,COUNTRY,STANDARD
2025-02-04 16:11:03,501,119,2268,,2,65.70,131.40,False,COUNTRY,STANDARD
2025-02-24 16:20:21,493,118,2243,,4,46.55,186.20,False,COUNTRY,STANDARD
2025-03-06 10:30:01,489,119,2232,,1,33.30,33.30,False,COUNTRY,STANDARD
2025-02-27 19:04:49,511,118,2297,,3,97.85,293.55,False,COUNTRY,STANDARD
2025-03-05 12:53:01,505,1,2278,,2,85.00,170.00,False,COUNTRY,STANDARD
2025-05-02 19:07:36,488,115,2227,,3,34.00,102.00,False,COUNTRY,STANDARD
2025-04-05 11:38:38,495,117,2342,,1,54.75,54.75,False,STORE,STANDARD
2025-03-21 10:37:01,505,115,2278,,3,85.00,255.00,False,COUNTRY,STANDARD
2025-04-12 20:12:04,499,119,2262,,2,60.30,120.60,False,COUNTRY,STANDARD
2025-06-25 18:51:07,484,117,2309,,2,23.40,46.80,False,STORE,STANDARD
2025-06-19 14:04:32,492,119,2241,,2,41.40,82.80,False,COUNTRY,STANDARD
2025-05-06 10:27:23,1,119,2376,86,4,10.30,41.20,True,COUNTRY,PROMO
2025-04-22 11:46:33,503,115,2272,,4,79.00,316.00,False,COUNTRY,STANDARD
2025-04-30 15:52:46,500,120,2265,,5,63.00,315.00,False,COUNTRY,STANDARD
2025-01-23 13:56:28,491,116,2236,,4,43.00,172.00,False,COUNTRY,STANDARD
2025-05-26 18:42:24,505,120,2280,,4,76.50,306.00,False,COUNTRY,STANDARD
2025-03-25 11:31:13,1,120,2301,,4,14.20,56.80,False,STORE,STANDARD
2025-03-29 13:56:38,506,117,2282,,4,83.60,334.40,False,COUNTRY,STANDARD
2025-05-13 12:05:15,498,1,2257,,2,64.00,128.00,False,COUNTRY,STANDARD
2025-06-26 16:41:45,496,116,2251,,4,58.00,232.00,False,COUNTRY,STANDARD
2025-01-24 13:14:25,495,1,2248,,1,55.00,55.00,False,COUNTRY,STANDARD
2025-05-02 17:33:22,490,118,2234,,4,38.00,152.00,False,COUNTRY,STANDARD
2025-04-01 20:29:17,504,118,2276,,3,77.90,233.70,False,COUNTRY,STANDARD
2025-01-31 20:12:20,489,116,2230,,2,37.00,74.00,False,COUNTRY,STANDARD
2025-02-19 12:47:30,504,115,2275,,2,82.00,164.00,False,COUNTRY,STANDARD
2025-01-26 12:18:14,504,117,2276,,2,77.90,155.80,False,COUNTRY,STANDARD
2025-01-04 20:34:08,486,117,2315,,2,29.10,58.20,False,STORE,STANDARD
2025-05-22 13:44:08,482,1,2209,,4,16.00,64.00,False,COUNTRY,STANDARD
2025-05-27 13:30:30,484,1,2215,,3,22.00,66.00,False,COUNTRY,STANDARD
2025-01-14 13:55:30,491,115,2236,,3,43.00,129.00,False,COUNTRY,STANDARD
2025-04-13 16:04:36,507,114,2284,,2,91.00,182.00,False,COUNTRY,STANDARD
2025-05-25 13:05:15,485,115,2218,,3,25.00,75.00,False,COUNTRY,STANDARD
2025-06-05 18:50:39,498,119,2259,,1,57.60,57.60,False,COUNTRY,STANDARD
2025-04-26 16:19:55,505,119,2280,,3,76.50,229.50,False,COUNTRY,STANDARD
2025-06-06 20:06:48,490,1,2233,,2,40.00,80.00,False,COUNTRY,STANDARD
2025-03-09 19:05:10,501,116,2266,,2,73.00,146.00,False,COUNTRY,STANDARD
2025-02-10 09:26:28,486,114,2389,87,4,22.40,89.60,True,STORE,PROMO
2025-03-01 13:45:18,490,1,2233,,3,40.00,120.00,False,COUNTRY,STANDARD
2025-03-09 19:37:42,483,116,2362,84,3,17.10,51.30,True,COUNTRY,PROMO
2025-05-20 12:41:09,494,114,2338,,5,54.50,272.50,False,STORE,STANDARD
2025-01-19 09:10:50,507,115,2284,,2,91.00,182.00,False,COUNTRY,STANDARD
2025-04-23 10:29:44,500,117,2264,,4,66.50,266.00,False,COUNTRY,STANDARD
2025-03-11 17:34:31,503,119,2274,,4,71.10,284.40,False,COUNTRY,STANDARD
2025-04-21 20:20:38,483,1,2212,,2,19.00,38.00,False,COUNTRY,STANDARD
2025-02-28 19:53:55,1,114,2299,,3,15.50,46.50,False,STORE,STANDARD
2025-05-28 09:48:48,505,117,2279,,2,80.75,161.50,False,COUNTRY,STANDARD
2025-03-13 11:37:27,496,120,2253,,4,52.20,208.80,False,COUNTRY,STANDARD
2025-03-31 15:21:20,483,120,2307,,2,19.60,39.20,False,STORE,STANDARD
2025-03-26 15:44:31,508,115,2287,,3,94.00,282.00,False,COUNTRY,STANDARD
2025-05-21 09:29:05,502,119,2271,,3,68.40,205.20,False,COUNTRY,STANDARD
2025-01-30 15:55:32,489,118,2231,,2,35.15,70.30,False,COUNTRY,STANDARD
2025-04-16 09:12:33,502,120,2271,,4,68.40,273.60,False,COUNTRY,STANDARD
2025-06-10 16:48:03,500,120,2265,,4,63.00,252.00,False,COUNTRY,STANDARD
2025-03-15 16:56:44,489,115,2230,,2,37.00,74.00,False,COUNTRY,STANDARD
2025-06-11 18:51:15,484,1,2215,,2,22.00,44.00,False,COUNTRY,STANDARD
2025-05-22 15:05:14,490,1,2233,,2,40.00,80.00,False,COUNTRY,STANDARD
2025-06-15 11:31:59,495,114,2341,,3,57.50,172.50,False,STORE,STANDARD
2025-04-17 16:30:15,497,117,2255,,4,57.95,231.80,False,COUNTRY,STANDARD
2025-04-09 12:58:38,498,115,2257,,1,64.00,64.00,False,COUNTRY,STANDARD
2025-03-12 15:21:59,508,114,2287,,4,94.00,376.00,False,COUNTRY,STANDARD
2025-03-14 20:19:53,507,1,2284,,2,91.00,182.00,False,COUNTRY,STANDARD
2025-04-25 17:30:22,508,115,2287,,3,94.00,282.00,False,COUNTRY,STANDARD
2025-04-27 14:55:12,498,119,2259,,1,57.60,57.60,False,COUNTRY,STANDARD
2025-03-01 15:02:20,499,119,2262,,3,60.30,180.90,False,COUNTRY,STANDARD
2025-04-09 19:50:52,503,119,2274,,3,71.10,213.30,False,COUNTRY,STANDARD
2025-02-02 17:37:21,496,1,2251,,2,58.00,116.00,False,COUNTRY,STANDARD
2025-01-26 17:58:29,508,120,2289,,3,84.60,253.80,False,COUNTRY,STANDARD
2025-04-15 19:09:04,504,115,2275,,2,82.00,164.00,False,COUNTRY,STANDARD
2025-03-28 18:44:25,506,117,2282,,3,83.60,250.80,False,COUNTRY,STANDARD
2025-06-22 17:24:20,508,118,2288,,4,89.30,357.20,False,COUNTRY,STANDARD
2025-06-08 10:15:40,508,1,2287,,3,94.00,282.00,False,COUNTRY,STANDARD
2025-04-22 10:48:40,488,114,2320,,4,36.50,146.00,False,STORE,STANDARD
2025-06-27 13:57:01,495,115,2248,,1,55.00,55.00,False,COUNTRY,STANDARD
2025-03-17 14:23:27,491,1,2236,,3,43.00,129.00,False,COUNTRY,STANDARD
2025-05-25 19:50:11,488,119,2229,,3,30.60,91.80,False,COUNTRY,STANDARD
2025-06-06 15:39:43,486,114,2314,,2,30.50,61.00,False,STORE,STANDARD
2025-03-01 16:40:16,496,115,2251,,3,58.00,174.00,False,COUNTRY,STANDARD
2025-04-30 13:43:34,489,1,2230,,1,37.00,37.00,False,COUNTRY,STANDARD
2025-03-30 18:19:40,483,120,2307,,3,19.60,58.80,False,STORE,STANDARD
2025-04-27 13:12:24,503,117,2273,,4,75.05,300.20,False,COUNTRY,STANDARD
2025-04-08 18:22:36,484,116,2215,,4,22.00,88.00,False,COUNTRY,STANDARD
2025-01-06 19:25:17,503,117,2273,,3,75.05,225.15,False,COUNTRY,STANDARD
2025-06-05 20:31:53,499,1,2260,,3,67.00,201.00,False,COUNTRY,STANDARD
2025-06-05 14:14:40,505,116,2278,,3,85.00,255.00,False,COUNTRY,STANDARD
2025-06-23 20:49:42,500,117,2264,,3,66.50,199.50,False,COUNTRY,STANDARD
2025-06-10 19:02:19,501,114,2266,,3,73.00,219.00,False,COUNTRY,STANDARD
2025-02-03 10:58:18,482,118,2210,,5,15.20,76.00,False,COUNTRY,STANDARD
2025-02-14 12:08:50,504,119,2277,,2,73.80,147.60,False,COUNTRY,STANDARD
2025-02-12 13:58:52,497,117,2255,,4,57.95,231.80,False,COUNTRY,STANDARD
2025-03-28 10:29:04,511,117,2297,,2,97.85,195.70,False,COUNTRY,STANDARD
2025-06-23 20:43:25,505,116,2278,,4,85.00,340.00,False,COUNTRY,STANDARD
2025-01-04 13:34:07,483,119,2214,,2,17.10,34.20,False,COUNTRY,STANDARD
2025-05-30 15:52:40,492,117,2333,,2,46.20,92.40,False,STORE,STANDARD
2025-05-01 09:39:56,484,116,2215,,4,22.00,88.00,False,COUNTRY,STANDARD
2025-06-15 10:40:52,510,116,2293,,3,100.00,300.00,False,COUNTRY,STANDARD
2025-06-16 15:07:08,510,117,2294,,1,95.00,95.00,False,COUNTRY,STANDARD
2025-03-19 16:07:06,511,1,2296,,2,103.00,206.00,False,COUNTRY,STANDARD
2025-04-10 16:23:42,509,115,2290,,4,97.00,388.00,False,COUNTRY,STANDARD
2025-04-17 19:06:53,499,115,2260,,3,67.00,201.00,False,COUNTRY,STANDARD
2025-03-13 09:44:23,500,119,2265,,3,63.00,189.00,False,COUNTRY,STANDARD
2025-03-02 14:06:43,495,120,2343,,3,52.00,156.00,False,STORE,STANDARD
2025-01-16 15:17:12,498,118,2258,,2,60.80,121.60,False,COUNTRY,STANDARD
2025-01-24 19:13:41,511,120,2298,,3,92.70,278.10,False,COUNTRY,STANDARD
2025-03-04 11:50:36,482,118,2210,,4,15.20,60.80,False,COUNTRY,STANDARD
2025-05-31 12:52:55,483,116,2212,,2,19.00,38.00,False,COUNTRY,STANDARD
2025-06-02 09:17:54,491,115,2236,,3,43.00,129.00,False,COUNTRY,STANDARD
2025-02-14 10:42:55,485,117,2312,,3,26.25,78.75,False,STORE,STANDARD
2025-04-02 12:37:20,485,1,2218,,3,25.00,75.00,False,COUNTRY,STANDARD
2025-01-14 11:47:26,486,117,2315,,1,29.10,29.10,False,STORE,STANDARD
2025-05-02 16:49:23,504,114,2275,,2,82.00,164.00,False,COUNTRY,STANDARD
2025-06-07 09:46:50,495,116,2248,,3,55.00,165.00,False,COUNTRY,STANDARD
2025-01-16 16:54:25,495,1,2248,,2,55.00,110.00,False,COUNTRY,STANDARD
2025-05-06 20:58:28,502,114,2269,,3,76.00,228.00,False,COUNTRY,STANDARD
2025-03-24 18:09:04,509,114,2290,,4,97.00,388.00,False,COUNTRY,STANDARD
2025-04-08 18:33:18,489,118,2231,,3,35.15,105.45,False,COUNTRY,STANDARD
2025-01-26 20:07:54,497,119,2256,,3,54.90,164.70,False,COUNTRY,STANDARD
2025-02-28 15:21:52,494,120,2340,,5,49.30,246.50,False,STORE,STANDARD
2025-01-25 14:27:20,493,119,2244,,3,44.10,132.30,False,COUNTRY,STANDARD
2025-06-25 16:04:05,492,115,2239,,1,46.00,46.00,False,COUNTRY,STANDARD
2025-01-25 20:47:23,483,119,2214,,1,17.10,17.10,False,COUNTRY,STANDARD
2025-05-31 17:35:21,498,1,2257,,1,64.00,64.00,False,COUNTRY,STANDARD
2025-06-20 15:55:58,494,118,2246,,4,49.40,197.60,False,COUNTRY,STANDARD
2025-06-03 13:22:06,511,117,2297,,2,97.85,195.70,False,COUNTRY,STANDARD
2025-02-27 10:22:54,485,120,2313,,5,25.00,125.00,False,STORE,STANDARD
2025-05-27 12:51:27,484,117,2309,,2,23.40,46.80,False,STORE,STANDARD
2025-01-08 11:17:44,500,117,2264,,4,66.50,266.00,False,COUNTRY,STANDARD
2025-03-31 09:11:55,510,118,2294,,2,95.00,190.00,False,COUNTRY,STANDARD
2025-01-18 11:47:40,499,119,2262,,2,60.30,120.60,False,COUNTRY,STANDARD
2025-04-07 15:29:21,483,116,2212,,2,19.00,38.00,False,COUNTRY,STANDARD
2025-03-25 18:38:05,492,117,2333,,1,46.20,46.20,False,STORE,STANDARD
2025-06-08 09:43:05,485,115,2218,,4,25.00,100.00,False,COUNTRY,STANDARD
2025-05-05 18:28:26,495,119,2250,,2,49.50,99.00,False,COUNTRY,STANDARD
2025-03-30 15:07:18,487,114,2317,,4,33.50,134.00,False,STORE,STANDARD
2025-01-12 12:25:38,497,117,2255,,3,57.95,173.85,False,COUNTRY,STANDARD
2025-03-19 12:49:08,1,116,2360,84,5,11.70,58.50,True,COUNTRY,PROMO
2025-01-31 09:31:47,490,118,2234,,4,38.00,152.00,False,COUNTRY,STANDARD
2025-04-08 17:45:14,486,115,2221,,2,28.00,56.00,False,COUNTRY,STANDARD
2025-01-11 15:01:29,483,119,2214,,1,17.10,17.10,False,COUNTRY,STANDARD
2025-05-28 15:36:25,508,118,2288,,4,89.30,357.20,False,COUNTRY,STANDARD
2025-04-14 09:20:10,490,114,2326,,4,42.50,170.00,False,STORE,STANDARD
2025-01-23 15:54:06,507,118,2285,,2,86.45,172.90,False,COUNTRY,STANDARD
2025-05-15 10:25:55,494,119,2247,,4,46.80,187.20,False,COUNTRY,STANDARD
2025-02-26 14:49:10,504,118,2276,,2,77.90,155.80,False,COUNTRY,STANDARD
2025-05-16 17:12:57,497,114,2254,,5,61.00,305.00,False,COUNTRY,STANDARD
2025-03-02 10:09:16,492,115,2239,,1,46.00,46.00,False,COUNTRY,STANDARD
2025-06-17 10:11:49,486,115,2221,,2,28.00,56.00,False,COUNTRY,STANDARD
2025-06-24 18:41:40,495,120,2343,,3,52.00,156.00,False,STORE,STANDARD
2025-02-08 16:04:30,508,118,2288,,4,89.30,357.20,False,COUNTRY,STANDARD
2025-03-12 18:03:22,501,117,2267,,1,69.35,69.35,False,COUNTRY,STANDARD
2025-04-26 09:03:23,490,120,2328,,4,38.50,154.00,False,STORE,STANDARD
2025-06-07 18:32:24,483,114,2305,,3,21.50,64.50,False,STORE,STANDARD
2025-04-26 18:41:12,499,1,2260,,3,67.00,201.00,False,COUNTRY,STANDARD
2025-05-09 11:03:28,500,120,2265,,4,63.00,252.00,False,COUNTRY,STANDARD
2025-01-22 17:41:11,506,118,2282,,4,83.60,334.40,False,COUNTRY,STANDARD
2025-04-23 17:33:39,488,120,2322,,4,33.10,132.40,False,STORE,STANDARD
2025-03-14 15:26:49,492,118,2240,,3,43.70,131.10,False,COUNTRY,STANDARD
2025-06-11 19:21:04,502,1,2269,,3,76.00,228.00,False,COUNTRY,STANDARD
2025-03-14 13:46:54,484,119,2217,,2,19.80,39.60,False,COUNTRY,STANDARD
2025-05-30 19:09:58,491,114,2329,,5,45.50,227.50,False,STORE,STANDARD
2025-02-03 18:45:05,490,119,2235,,3,36.00,108.00,False,COUNTRY,STANDARD
2025-06-14 14:52:08,498,119,2259,,1,57.60,57.60,False,COUNTRY,STANDARD
2025-05-11 14:01:23,501,119,2268,,2,65.70,131.40,False,COUNTRY,STANDARD
2025-03-29 16:12:14,486,116,2365,84,3,25.20,75.60,True,COUNTRY,PROMO
2025-03-17 10:32:49,485,114,2311,,4,27.50,110.00,False,STORE,STANDARD
2025-06-08 11:38:24,502,118,2270,,3,72.20,216.60,False,COUNTRY,STANDARD
2025-06-27 18:51:57,486,115,2221,,1,28.00,28.00,False,COUNTRY,STANDARD
2025-01-12 15:23:43,504,120,2277,,2,73.80,147.60,False,COUNTRY,STANDARD
2025-04-25 12:34:15,495,117,2342,,2,54.75,109.50,False,STORE,STANDARD
2025-02-19 14:43:36,511,120,2298,,4,92.70,370.80,False,COUNTRY,STANDARD
2025-04-08 17:33:26,495,117,2342,,1,54.75,54.75,False,STORE,STANDARD
2025-06-04 11:55:16,507,116,2284,,2,91.00,182.00,False,COUNTRY,STANDARD
2025-04-06 17:59:06,501,120,2268,,2,65.70,131.40,False,COUNTRY,STANDARD
2025-02-11 13:28:57,490,114,2326,,3,42.50,127.50,False,STORE,STANDARD
2025-01-24 12:52:28,507,119,2286,,2,81.90,163.80,False,COUNTRY,STANDARD
2025-04-17 09:25:32,510,1,2293,,2,100.00,200.00,False,COUNTRY,STANDARD
2025-01-21 14:14:01,488,119,2229,,4,30.60,122.40,False,COUNTRY,STANDARD
2025-06-16 14:50:09,510,114,2293,,2,100.00,200.00,False,COUNTRY,STANDARD
2025-05-01 20:53:08,482,117,2303,,4,17.70,70.80,False,STORE,STANDARD
2025-01-21 09:16:13,495,1,2248,,1,55.00,55.00,False,COUNTRY,STANDARD
2025-01-29 13:15:19,498,119,2259,,1,57.60,57.60,False,COUNTRY,STANDARD
2025-04-18 19:50:39,482,116,2209,,5,16.00,80.00,False,COUNTRY,STANDARD
2025-05-08 18:34:01,483,114,2305,,2,21.50,43.00,False,STORE,STANDARD
2025-03-16 15:00:39,503,115,2272,,4,79.00,316.00,False,COUNTRY,STANDARD
2025-02-17 19:42:05,488,119,2229,,4,30.60,122.40,False,COUNTRY,STANDARD
2025-04-10 16:02:40,483,1,2212,,2,19.00,38.00,False,COUNTRY,STANDARD
2025-01-05 14:50:04,492,117,2333,,2,46.20,92.40,False,STORE,STANDARD
2025-05-29 20:48:21,488,114,2320,,4,36.50,146.00,False,STORE,STANDARD
2025-05-20 14:52:41,482,118,2210,,4,15.20,60.80,False,COUNTRY,STANDARD
2025-06-28 16:40:11,507,120,2286,,2,81.90,163.80,False,COUNTRY,STANDARD
2025-01-10 13:12:02,483,120,2307,,2,19.60,39.20,False,STORE,STANDARD
2025-03-22 13:32:25,509,1,2290,,4,97.00,388.00,False,COUNTRY,STANDARD
2025-06-15 12:18:22,489,1,2230,,1,37.00,37.00,False,COUNTRY,STANDARD
2025-03-11 10:51:23,508,118,2288,,4,89.30,357.20,False,COUNTRY,STANDARD
2025-04-23 15:21:11,509,119,2292,,4,87.30,349.20,False,COUNTRY,STANDARD
2025-04-05 17:17:51,503,120,2274,,4,71.10,284.40,False,COUNTRY,STANDARD
2025-01-21 15:38:52,504,119,2277,,1,73.80,73.80,False,COUNTRY,STANDARD
2025-03-24 10:05:20,498,117,2258,,2,60.80,121.60,False,COUNTRY,STANDARD
2025-06-04 20:27:10,490,120,2328,,4,38.50,154.00,False,STORE,STANDARD
2025-01-11 20:55:58,492,120,2334,,3,43.90,131.70,False,STORE,STANDARD
2025-03-12 19:50:03,500,119,2265,,3,63.00,189.00,False,COUNTRY,STANDARD
2025-04-04 17:51:47,502,119,2271,,2,68.40,136.80,False,COUNTRY,STANDARD
2025-02-06 18:43:50,511,1,2296,,3,103.00,309.00,False,COUNTRY,STANDARD
2025-01-18 12:49:41,482,115,2209,,4,16.00,64.00,False,COUNTRY,STANDARD
